,Name,Age,Team,Medal
470,Aleksey Aleksandrovich Alipov,29.0,Russia,Gold
471,Aleksey Aleksandrovich Alipov,32.0,Russia,Bronze
472,Alison Conte Cerutti,26.0,Brazil-1,Silver
473,Alison Conte Cerutti,30.0,Brazil-1,Gold
474,Deji Aliu,28.0,Nigeria,Bronze
475,Margarita Sergeyevna Aliychuk,17.0,Russia,Gold
476,Kimia Alizadeh Zenoorin,18.0,Iran,Bronze
477,Alphonse Allaert,44.0,Belgium,Silver
478,Alphonse Allaert,44.0,Belgium,Gold
479,Yuliya Yakunovna Allagulova,19.0,Unified Team,Bronze
480,mile Allais,23.0,France,Bronze
481,Mohamed Allalou,26.0,Algeria,Bronze
482,Peter Frank Allam,25.0,Great Britain,Bronze
483,Olivier Allamand,22.0,France,Silver
484,Alister Millar Allan,40.0,Great Britain,Bronze
485,Alister Millar Allan,44.0,Great Britain,Silver
486,Richard Louis Pierre Allemane,18.0,USFSA,Silver
487,"William Charles ""Bill"" Allen",24.0,United States,Gold
488,John Chad Allen,21.0,United States,Bronze
489,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",34.0,Austria,Gold
490,"Kate Ruth ""Katie"" Allen",26.0,Australia,Gold
491,Nathon Allen,20.0,Jamaica,Silver
492,Walter Ray Allen,25.0,United States,Gold
493,Richard James Allen,25.0,India,Gold
494,Richard James Allen,30.0,India,Gold
495,Richard James Allen,34.0,India,Gold
496,"Scott Ethan ""Scotty"" Allen",14.0,United States,Bronze
497,"Terence de la Mesa ""Terry"" Allen",32.0,United States,Bronze
498,Wyatt Allen,25.0,United States,Gold
499,Wyatt Allen,29.0,United States,Bronze
500,"Sandra Louise ""Sandy"" Allen-Lewis",21.0,Australia,Bronze
501,"Sandra Louise ""Sandy"" Allen-Lewis",25.0,Australia,Silver
502,"Sandra Louise ""Sandy"" Allen-Lewis",29.0,Australia,Bronze
503,"Katherine Fiona ""Kate"" Allenby",26.0,Great Britain,Bronze
504,Arthur Allers,44.0,Heira II,Gold
505,Ejler Arild Emil Allert,30.0,Nykjbings paa Falster,Gold
506,Ade Franci Alleyne-Forte,23.0,Trinidad and Tobago,Bronze
507,Derek Swithin Allhusen,54.0,Great Britain,Silver
508,Derek Swithin Allhusen,54.0,Great Britain,Gold
509,"Ian Alistair ""Al"" Allison",27.0,Canada,Silver
510,"Edward Percival ""Percy"" Allman-Smith",21.0,Ireland-2,Silver
511,Antonio Allocchio,31.0,Italy,Gold
512,Lynne Marie Allsup (-Olson),15.0,United States,Gold
513,Carmela Allucci,34.0,Italy,Gold
514,Knut Emil Willehard Alm,31.0,Sweden,Bronze
515,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",29.0,Sweden,Bronze
516,Aleksandr Davletovich Almetov,20.0,Soviet Union,Bronze
517,Aleksandr Davletovich Almetov,24.0,Soviet Union,Gold
518,Matas Jess Almeyda,22.0,Argentina,Silver
519,"Gustav Adolf ""Gsta"" Almgren",29.0,Sweden,Silver
520,Erland Herman Lison Almkvist,39.0,Tornado,Silver
521,Erik Albin Almlf,20.0,Sweden,Bronze
522,Erik Albin Almlf,28.0,Sweden,Bronze
523,Gte Augustin Almqvist,30.0,Sweden,Bronze
524,"Anders Percival ""Percy"" Almstedt",31.0,Elsie,Silver
525,Arvid Folke Alnevik (Andersson-),28.0,Sweden,Bronze
526,Nicolas Alnoudji,20.0,Cameroon,Gold
527,Alosio Pires Alves,25.0,Brazil,Silver
528,Jessica Alonso Bernardo,28.0,Spain,Bronze
529,"Mikhail Surenovich ""Misha"" Aloyan",23.0,Russia,Bronze
530,Glory Alozie Oluchi,22.0,Nigeria,Silver
531,Thomas Alsgaard (Alsgrd-),22.0,Norway,Gold
532,Thomas Alsgaard (Alsgrd-),22.0,Norway,Silver
533,Thomas Alsgaard (Alsgrd-),26.0,Norway,Gold
534,Thomas Alsgaard (Alsgrd-),30.0,Norway,Gold
535,Malin Therse Alshammar,23.0,Sweden,Silver
536,Malin Therse Alshammar,23.0,Sweden,Bronze
537,Andrey Igorevich Alshan,28.0,Soviet Union,Silver
538,Ida Alstad,27.0,Norway,Gold
539,Ida Alstad,31.0,Norway,Bronze
540,Robert Alt,29.0,Switzerland-1,Gold
541,Lutz Altepost,26.0,Germany,Bronze
542,"Ingeburg ""Inge"" Althoff-Schwerzmann",25.0,Germany,Silver
543,"Fernando ""Nando"" Altimani",18.0,Italy,Bronze
544,Livia Altmann,19.0,Switzerland,Bronze
545,Jeannette Eleanor Altwegg (-Wirz),17.0,Great Britain,Bronze
546,Jeannette Eleanor Altwegg (-Wirz),21.0,Great Britain,Gold
547,Cristin Andrs lvarez Valenzuela,20.0,Chile,Bronze
548,"Eduardo C. ""Eddy"" Alvarez",24.0,United States,Silver
549,Jos Mara lvarez de las Asturias Bohorques y Goyeneche,33.0,Spain,Gold
550,Jos Miguel lvarez Pozo,22.0,Cuba,Bronze
551,Lzaro Jorge lvarez Estrada,21.0,Cuba,Bronze
552,Lzaro Jorge lvarez Estrada,25.0,Cuba,Bronze
553,Yuri Alvear Orjuela,26.0,Colombia,Bronze
554,Yuri Alvear Orjuela,30.0,Colombia,Silver
555,Renzo Alver,23.0,Italy-2,Silver
556,Thiago Soares Alves,25.0,Brazil,Silver
557,Alessandro Alvisi,33.0,Italy,Bronze
558,Alessandro Alvisi,37.0,Italy,Bronze
559,Mohamed Aly Reda,29.0,Egypt,Silver
560,Anatoly Nikolayevich Alyabyev,28.0,Soviet Union,Bronze
561,Anatoly Nikolayevich Alyabyev,28.0,Soviet Union,Gold
562,Nikolay Aleksandrovich Alyokhin,25.0,Soviet Union,Gold
563,Maksim Nikolayevich Alyoshin,21.0,Russia,Bronze
564,Ivan Vladimirovich Alypov,23.0,Russia,Bronze
565,"Joseph ""Jos"" Alzin",26.0,Luxembourg,Silver
566,Mamood Amadu,19.0,Ghana,Bronze
567,Charles Aman,16.0,Mound City Rowing Club-2,Silver
568,Simona Amnar (-Tabr),16.0,Romania,Bronze
569,Simona Amnar (-Tabr),16.0,Romania,Silver
570,Simona Amnar (-Tabr),16.0,Romania,Gold
571,Simona Amnar (-Tabr),20.0,Romania,Gold
572,Simona Amnar (-Tabr),20.0,Romania,Bronze
573,Frank Amankwah,20.0,Ghana,Bronze
574,Max Amann,23.0,Germany,Gold
575,Ingrda Amantova,19.0,Soviet Union,Bronze
576,"Alexandre ""Amaral"" da Silva Mariano",23.0,Brazil,Bronze
577,Catello Amarante,24.0,Italy,Bronze
578,Prince Amartey,28.0,Ghana,Bronze
579,Jaime Santiago Amat Durn,26.0,Spain,Silver
580,Jean-Pierre Bernard Andr Amat,34.0,France,Bronze
581,Jean-Pierre Bernard Andr Amat,34.0,France,Gold
582,Juan Amat Fontanals,34.0,Spain,Silver
583,Pedro Amat Fontanals,20.0,Spain,Bronze
584,"Pablo ""Pol"" Amat Escud",18.0,Spain,Silver
585,"Pablo ""Pol"" Amat Escud",30.0,Spain,Silver
586,Santiago Amat Cansino,45.0,Spain,Bronze
587,Serena Bibiana Amato,26.0,Argentina,Bronze
588,Amauri Ribeiro,25.0,Brazil,Silver
589,Amauri Ribeiro,33.0,Brazil,Gold
590,Amaury Antnio Pasos,24.0,Brazil,Bronze
591,Amaury Antnio Pasos,28.0,Brazil,Bronze
592,Jos Emilio Amavisca Grate,21.0,Spain,Gold
593,Ivn Amaya Carazo,22.0,Spain,Silver
594,Amedeo Ambron,21.0,Italy,Gold
595,"Efetobore ""Efe"" Ambrose Emuobo",19.0,Nigeria,Silver
596,Bianca Ambrosetti,14.0,Italy,Silver
597,Christie Ambrosi,23.0,United States,Gold
598,Ernesto Ambrosini,25.0,Italy,Bronze
599,Mikls Ambrus,31.0,Hungary,Gold
600,Karl-Robert Ameln,28.0,Ali-Baba II,Bronze
601,Rolf-Dieter Amend,23.0,East Germany-1,Gold
602,Sbastien Amiez,29.0,France,Silver
603,Slava Lvovich Amiragov,26.0,Soviet Union,Silver
604,Salvatore Amitrano,28.0,Italy,Bronze
605,"Joseph Brian ""Joe"" Amlong",27.0,United States,Gold
606,"Thomas Kennedy ""Tom"" Amlong",29.0,United States,Gold
607,Simon Ammann,20.0,Switzerland,Gold
608,Simon Ammann,28.0,Switzerland,Gold
609,Max Heinrich Ammermann,21.0,Favorite Hammonia-3,Bronze
610,Otto Ammermann,43.0,West Germany,Silver
611,Daniel Owofin Amokachi,23.0,Nigeria,Gold
612,"Anthony Lewis ""Tony"" Amonte",31.0,United States,Silver
613,Edward John Amoore,31.0,Great Britain,Gold
614,Edward John Amoore,31.0,Great Britain,Bronze
615,"Judith Florence ""Judy"" Amoore-Pollock",24.0,Australia,Bronze
616,Vanessa Amors Quiles,29.0,Spain,Bronze
617,Nijel Carlos Amilfitano Amos,18.0,Botswana,Silver
618,Zinaida Stepanovna Amosova (Shishkina-),26.0,Soviet Union,Gold
619,Gustave Joseph Amoudruz,35.0,Switzerland,Bronze
620,Roman Amoyan,24.0,Armenia,Bronze
621,Edgar Montague Amphlett,40.0,Great Britain,Silver
622,Uwe Ampler,24.0,East Germany,Gold
623,Franz Albert Amrhein,29.0,Frankfurt Club,Silver
624,Marwa Al-Amri,27.0,Tunisia,Bronze
625,Gaston Marcel Amson,36.0,France,Silver
626,Gaston Marcel Amson,36.0,France,Bronze
627,Gaston Marcel Amson,44.0,France,Silver
628,Gail Amundrud (-Beattie),19.0,Canada,Bronze
629,Arthur Martinius Amundsen,22.0,Norway,Silver
630,Arthur Martinius Amundsen,26.0,Norway,Bronze
631,Steinar Amundsen,23.0,Norway,Gold
632,Steinar Amundsen,27.0,Norway,Bronze
633,Emmanuel Amunike,25.0,Nigeria,Gold
634,Stanley Amuzie,20.0,Nigeria,Bronze
635,"Francis ""Frank"" Amyot",31.0,Canada,Gold
636,An Ba-Ul,22.0,South Korea,Silver
637,An Byeong-Geun,22.0,South Korea,Gold
638,An Dae-Hyeon,25.0,South Korea,Bronze
639,An Han-Bong,23.0,South Korea,Gold
640,An Jae-Hyeong,23.0,South Korea-2,Bronze
641,An Jeong-Hwa,27.0,South Korea,Bronze
642,An Kum-Ae,28.0,North Korea,Silver
643,An Kum-Ae,32.0,North Korea,Gold
644,An Sang-Mi,18.0,South Korea,Gold
645,Viktor An,20.0,South Korea,Bronze
646,Viktor An,20.0,South Korea,Gold
647,Viktor An,28.0,Russia,Gold
648,Viktor An,28.0,Russia,Bronze
649,An Yeong-Su,20.0,South Korea,Silver
650,An Yulong,19.0,China,Silver
651,An Yulong,19.0,China,Bronze
652,An Yulong,23.0,China,Bronze
653,An Zhongxin,23.0,China,Silver
654,Ana Flvia Chritaro Daniel Sanglard,26.0,Brazil,Bronze
655,Ana Paula Rodrigues Connelly (-Rodrigues Henkel),24.0,Brazil,Bronze
656,"Douglas Thomas ""Doug"" Anakin",33.0,Canada-1,Gold
657,Borislav Ananiev,24.0,Bulgaria,Bronze
658,Tatyana Vasilyevna Ananko,16.0,Belarus,Silver
659,Flavio Anastasia,23.0,Italy,Silver
660,Svetlana Anastasovski-Obuina,19.0,Yugoslavia,Silver
661,Svetlana Anastasovski-Obuina,23.0,Yugoslavia,Gold
662,Mario Ani,20.0,Croatia,Bronze
663,"Julius Theodoor ""Jules"" Ancion",27.0,Netherlands,Silver
664,Zygmunt Jzef Anczok,26.0,Poland,Gold
665,milie Andol,28.0,France,Gold
666,Olle Henrik Martin Anderberg,28.0,Sweden,Silver
667,Olle Henrik Martin Anderberg,32.0,Sweden,Gold
668,"Stefan ""Steve"" Anderhub",31.0,Switzerland-1,Silver
669,"Elizabeth Rambo ""Beth"" Anders",32.0,United States,Bronze
670,Aage Jrgen Christian Andersen,22.0,Denmark,Gold
671,Alf Steen Andersen,21.0,Norway,Gold
672,Anders Peter Andersen,26.0,Denmark,Bronze
673,Anja Jul Andersen,27.0,Denmark,Gold
674,Anne Dsane Andersen,23.0,Denmark,Bronze
675,Anne Nymark Andersen (-Rylandsholm),23.0,Norway,Bronze
676,Axel Sigurd Andersen,20.0,Denmark,Bronze
677,Camilla Rseler Andersen,23.0,Denmark,Gold
678,Camilla Rseler Andersen,27.0,Denmark,Gold
679,Carl Andersen,27.0,Denmark,Silver
680,Carl Albert Andersen,23.0,Norway,Bronze
681,Carl Albert Andersen,29.0,Norway,Gold
682,Carl Albert Andersen,31.0,Norway,Silver
683,Carl Rudolf Svend Andersen,20.0,Denmark,Gold
684,Carl-Ebbe Andersen,19.0,Denmark,Gold
685,Johan Frederik Kobberup Andersen,28.0,Denmark,Silver
686,Frithjof Andersen,27.0,Norway,Bronze
687,"Greta Marie Andersen (-Sonnichsen, -Veress)",21.0,Denmark,Gold
688,"Greta Marie Andersen (-Sonnichsen, -Veress)",21.0,Denmark,Silver
689,Hjalmar Johan Andersen,28.0,Norway,Gold
690,Hjalmart Nrregaard Andersen (-Eering),22.0,Denmark,Bronze
691,Jrgen Marius Andersen,26.0,Norway,Bronze
692,Jrgen Marius Andersen,34.0,Norway,Silver
693,Kjerstin Andersen,29.0,Norway,Silver
694,Kristine Andersen,28.0,Denmark,Gold
695,Linda Widwey Andersen (-Cerup-Simonsen),23.0,Norway,Gold
696,Mads Christian Kruse Andersen,30.0,Denmark,Gold
697,Peter Marius Andersen,23.0,Denmark,Silver
698,Niels Andersen,44.0,Denmark,Bronze
699,Nina Nymark Andersen (-Jakobsen),23.0,Norway,Bronze
700,Ove Andersen,28.0,Finland,Bronze
701,Peter Villemoes Andersen,28.0,Denmark,Silver
702,"Paul Kuhlman ""Poul"" Andersen",30.0,Denmark,Silver
703,Reidar Andersen,24.0,Norway,Bronze
704,Terje Andersen,27.0,Norway,Bronze
705,Vigo Carl Andersen,21.0,Denmark,Gold
706,Grete Andersen-Waitz,30.0,Norway,Silver
707,nderson Lus de Abreu Oliveira,20.0,Brazil,Bronze
708,Anderson de Oliveira Rodrigues,30.0,Brazil,Gold
709,Anderson de Oliveira Rodrigues,34.0,Brazil,Silver
710,Alyssa Jean Anderson,21.0,United States,Gold
711,Andrea Arlene Anderson (-Bolder),22.0,United States,Gold
712,Brett Franklin Anderson,20.0,United States,Bronze
713,Charles Howard Anderson,33.0,United States,Gold
714,Craig Anthony Anderson,23.0,Australia,Silver
715,"David Rollo ""Dave"" Anderson",20.0,Australia,Bronze
716,David Anderson,23.0,Canada,Silver
717,Gary Lee Anderson,25.0,United States,Gold
718,Gary Lee Anderson,29.0,United States,Gold
719,Gary John Anderson,24.0,New Zealand,Bronze
720,Haley Danita Anderson,20.0,United States,Silver
721,Jamie Louise Anderson,23.0,United States,Gold
722,Jasey-Jay Anderson,34.0,Canada,Gold
723,John Franklin Anderson,25.0,United States,Gold
724,John Edward Anderson,33.0,Australia,Gold
725,"Matthew John ""Matt"" Anderson",29.0,United States,Bronze
726,Miller Altman Anderson,25.0,United States,Silver
727,Miller Altman Anderson,29.0,United States,Silver
728,Paul Richard Anderson,33.0,Great Britain,Bronze
729,Paul Edward Anderson,24.0,United States,Gold
730,John Scott Anderson,30.0,Australia,Bronze
731,"Stephen Eugene ""Steve"" Anderson",22.0,United States,Silver
732,"Thomas James ""Tom"" Anderson",33.0,Australia,Gold
733,"Osborne ""Ty"" Anderson",23.0,United States,Silver
734,Wendell Richard Anderson,22.0,United States,Silver
735,William Wallace Anderson,40.0,Union des Socits Franais de Sports Athletiques,Silver
736,William Harding Anderson,22.0,Great Britain,Bronze
737,"William Lloyd ""Willie"" Anderson, Jr.",21.0,United States,Bronze
738,Agneta Monica Andersson,23.0,Sweden,Gold
739,Agneta Monica Andersson,23.0,Sweden,Silver
740,Agneta Monica Andersson,31.0,Sweden,Silver
741,Agneta Monica Andersson,31.0,Sweden,Bronze
742,Agneta Monica Andersson,35.0,Sweden,Gold
743,Agneta Monica Andersson,35.0,Sweden,Bronze
744,ke Gustav Andersson,33.0,Sweden,Bronze
745,Albert Per Andersson,17.0,Sweden,Gold
746,ke Anders Andersson,27.0,Sweden,Silver
747,Anders Wilhelm Andersson,44.0,Sweden,Silver
748,Anna Christina Andersson,20.0,Sweden,Bronze
749,Karl Arvid Andersson (-Holtman),23.0,Sweden,Gold
750,Arvid Leander Andersson,30.0,Sweden,Gold
751,Bjarne Lennart Andersson,27.0,Sweden,Silver
752,Cecilia Christine Elisabeth Andersson,23.0,Sweden,Silver
753,Klas Erik Andersson,24.0,Sweden,Bronze
754,Frank ivind Stefan Andersson,28.0,Sweden,Bronze
755,Erik Gsta Andersson,31.0,Sweden,Gold
756,Erik Gsta Andersson,35.0,Sweden,Silver
757,Gunilla Victoria Andersson,26.0,Sweden,Bronze
758,Gunilla Victoria Andersson,30.0,Sweden,Silver
759,Svensk Hjalmar Zakeus Andersson,22.0,Sweden,Silver
760,Svensk Hjalmar Zakeus Andersson,22.0,Sweden,Gold
761,Jonna Andersson,23.0,Sweden,Silver
762,Kim Verner Andersson,29.0,Sweden,Silver
763,Bo Leif Andersson,30.0,Sweden,Bronze
764,Lina Marie Andersson,24.0,Sweden,Gold
765,Per Magnus Andersson,26.0,Sweden,Silver
766,Per Magnus Andersson,30.0,Sweden,Silver
767,Per Magnus Andersson,34.0,Sweden,Silver
768,Erik Mattias Andersson,34.0,Sweden,Silver
769,Olof Mauritz Andersson,21.0,Sweden,Silver
770,Bo Mikael Andersson,28.0,Sweden,Bronze
771,Nils Peter Andersson,25.0,Sweden,Bronze
772,Ramon Dean Andersson,29.0,Australia,Bronze
773,Robert Theodor Andersson,21.0,Sweden,Bronze
774,Robert Theodor Andersson,25.0,Sweden,Silver
775,Robert Theodor Andersson,33.0,Sweden,Bronze
776,Robert Andersson,22.0,Sweden,Silver
777,Robert Andersson,26.0,Sweden,Silver
778,Karl Sigurd Andersson,25.0,Sweden,Bronze
779,Carl Sture Mikael Andersson,30.0,Sweden,Bronze
780,Sune Isidor Andersson,27.0,Sweden,Gold
781,Thure Elof Andersson,29.0,Sweden,Silver
782,Karl Volger Andersson,32.0,Sweden,Bronze
783,"Kletus Vilhelm ""Wille"" Andersson",21.0,Sweden,Silver
784,"Kletus Vilhelm ""Wille"" Andersson",29.0,Sweden,Bronze
785,Hans Lennart Andersson-Tvilling,23.0,Sweden,Bronze
786,Stig Gunnar Andersson-Tvilling,23.0,Sweden,Bronze
787,Carola Anding (-Jacob),19.0,East Germany,Gold
788,Soslan Petrovich Andiyev,24.0,Soviet Union,Gold
789,Soslan Petrovich Andiyev,28.0,Soviet Union,Gold
790,Kenkichi Ando,26.0,Japan,Bronze
791,Kozue Ando,30.0,Japan,Silver
792,Misako Ando,29.0,Japan,Silver
793,Yuya Ando,26.0,Japan,Bronze
794,Manuel ngel Andrada,46.0,Argentina,Gold
795,Jorge Luiz Andrade da Silva,31.0,Brazil,Silver
796,Jos Leandro Andrade,22.0,Uruguay,Gold
797,Jos Leandro Andrade,26.0,Uruguay,Gold
798,Andr Luiz Moreira,21.0,Brazil,Bronze
799,"William Jules ""Bill"" Andre",25.0,United States,Silver
800,"Georges Ivan ""Go"" Andr (Monnard-)",18.0,France,Silver
801,"Georges Ivan ""Go"" Andr (Monnard-)",30.0,France,Bronze
802,Georges Jules Andr,47.0,France,Bronze
803,Andr Lus dos Santos Ferreira,24.0,Brazil,Silver
804,Larry Edwin Andreasen,18.0,United States,Bronze
805,Gunn Margit Aas Andreassen,24.0,Norway,Bronze
806,Gunn Margit Aas Andreassen,28.0,Norway,Silver
807,Rolf Siljan Andreassen,27.0,Norway,Silver
808,Alessandro Andrei,25.0,Italy,Gold
809,Vasile Andrei,24.0,Romania,Bronze
810,Vasile Andrei,29.0,Romania,Gold
811,Andria Suntaque,26.0,Brazil,Silver
812,Andria Suntaque,30.0,Brazil,Silver
813,Arnaldo Andreoli,26.0,Italy,Gold
814,Severino Andreoli,23.0,Italy,Silver
815,"Giannin ""Gian"" Andreossi",25.0,Switzerland,Bronze
816,"Munrezzan ""Mezzi"" Andreossi",30.0,Switzerland,Bronze
817,Dominic Andres,25.0,Switzerland,Gold
818,Cyril Romain Andresen,26.0,Tip,Silver
819,Frode Andresen,24.0,Norway,Silver
820,Frode Andresen,28.0,Norway,Gold
821,Frode Andresen,32.0,Norway,Bronze
822,"Janice ""Jan"" Andrew (-Thornett)",16.0,Australia,Bronze
823,"Janice ""Jan"" Andrew (-Thornett)",16.0,Australia,Silver
824,Arthur Fleming Andrews,27.0,United States,Bronze
825,Arthur Fleming Andrews,27.0,United States,Silver
826,Scott Andrews,24.0,Great Britain,Silver
827,"Michelle ""Shelley"" Andrews (-Mitchell)",24.0,Australia,Gold
828,Theresa Andrews,21.0,United States,Gold
829,"Walter Emanuel ""Walt"" Andrews",27.0,Canada,Bronze
830,Boris Vasilyevich Andreyev,46.0,Soviet Union,Bronze
831,Boris Vasilyevich Andreyev,46.0,Soviet Union,Silver
832,Sergey Vasilyevich Andreyev,24.0,Soviet Union,Bronze
833,Vladimir Georgiyevich Andreyev,23.0,Soviet Union,Bronze
834,Vladimir Vasilyevich Andreyev,34.0,Russia,Bronze
835,Yelena Valentinovna Andreyuk (-Chesnokova),21.0,Soviet Union,Gold
836,Nikolay Yefimovich Andrianov,19.0,Soviet Union,Silver
837,Nikolay Yefimovich Andrianov,19.0,Soviet Union,Gold
838,Nikolay Yefimovich Andrianov,19.0,Soviet Union,Bronze
839,Nikolay Yefimovich Andrianov,23.0,Soviet Union,Gold
840,Nikolay Yefimovich Andrianov,23.0,Soviet Union,Silver
841,Nikolay Yefimovich Andrianov,23.0,Soviet Union,Bronze
842,Nikolay Yefimovich Andrianov,27.0,Soviet Union,Silver
843,Nikolay Yefimovich Andrianov,27.0,Soviet Union,Gold
844,Nikolay Yefimovich Andrianov,27.0,Soviet Union,Bronze
845,Arkadi Andriasyan,25.0,Soviet Union,Bronze
846,Dragan Andri,22.0,Yugoslavia,Gold
847,Dragan Andri,26.0,Yugoslavia,Gold
848,Michel Andrieux,29.0,France,Bronze
849,Michel Andrieux,33.0,France,Gold
850,Gheorghe Andriev,28.0,Romania,Bronze
851,Valeriy Oleksandrovych Andriitsev,25.0,Ukraine,Silver
852,Vladimr Andrs,27.0,Czechoslovakia,Bronze
853,Franz Josef Andrysek,22.0,Austria,Gold
854,Yekaterina Sergeyevna Andryushina,22.0,Russia,Silver
855,Bohdan Andrzejewski,26.0,Poland,Bronze
856,Robert Sebastian Andrzejuk,33.0,Poland,Silver
857,Matteo Anesi,21.0,Italy,Gold
858,Ral Anganuzzi,21.0,Argentina,Bronze
859,Alberto Angelini,21.0,Italy,Bronze
860,Angel Angelov,24.0,Bulgaria,Silver
861,Stefan Georgiev Angelov,25.0,Bulgaria,Bronze
862,Stefan Georgiev Angelov,29.0,Bulgaria,Bronze
863,Yordan Angelov,26.0,Bulgaria,Silver
864,Nadine Marejke Angerer,29.0,Germany,Bronze
865,Peter Angerer,20.0,West Germany,Bronze
866,Peter Angerer,24.0,West Germany,Silver
867,Peter Angerer,24.0,West Germany,Gold
868,Peter Angerer,24.0,West Germany,Bronze
869,Peter Angerer,28.0,West Germany,Silver
870,Tobias Angerer,24.0,Germany,Bronze
871,Tobias Angerer,28.0,Germany,Bronze
872,Tobias Angerer,28.0,Germany,Silver
873,Tobias Angerer,32.0,Germany,Silver
874,Paolo Angioni,26.0,Italy,Gold
875,Kurt Steven Angle,27.0,United States,Gold
876,Giorgio Anglesio,34.0,Italy,Gold
877,"Heinrich ""Heiri"" Angst",40.0,Switzerland-1,Gold
878,Max Angst,34.0,Switzerland-1,Bronze
879,Miguel ngel Angulo Valderrey,23.0,Spain,Silver
880,va Angyal,21.0,Hungary,Bronze
881,Victor Chinedu Anichebe,20.0,Nigeria,Silver
882,Yekaterina Yevgenyevna Anikeyeva,31.0,Russia,Bronze
883,Nikolay Petrovich Anikin,24.0,Soviet Union,Gold
884,Nikolay Petrovich Anikin,28.0,Soviet Union,Bronze
885,Nataliya Yuryevna Anisimova (Guskova-),27.0,Soviet Union,Bronze
886,Nataliya Yuryevna Anisimova (Guskova-),31.0,Unified Team,Bronze
887,Tatyana Mikhaylovna Anisimova (Poluboyarova-),26.0,Soviet Union,Silver
888,Vera Vasilyevna Anisimova (Mikheyeva-),24.0,Soviet Union,Bronze
889,Vera Vasilyevna Anisimova (Mikheyeva-),28.0,Soviet Union,Silver
890,Marina Vyacheslavovna Anissina (-Dzhigurda),22.0,France-1,Bronze
891,Marina Vyacheslavovna Anissina (-Dzhigurda),26.0,France-1,Gold
892,Herta Anita,26.0,Romania,Bronze
893,Herta Anita,26.0,Romania,Silver
894,Hannelore Anke (-Hofmann),18.0,East Germany,Gold
895,Erik Anker,24.0,Norna,Gold
896,Johan August Anker,40.0,Magda IX,Gold
897,Johan August Anker,56.0,Norna,Gold
898,Jan Geert Ankerman,22.0,Netherlands,Silver
899,Andrija Ankovi,23.0,Yugoslavia,Gold
900,Alyson Regina Annan,23.0,Australia,Gold
901,Alyson Regina Annan,27.0,Australia,Gold
902,Martin Annen,27.0,Switzerland-2,Bronze
903,Martin Annen,31.0,Switzerland-1,Bronze
904,Harold Edward Annison,24.0,Great Britain,Bronze
905,Noriko Anno,28.0,Japan,Gold
906,Pietro Annoni,33.0,Italy,Silver
907,Roman Sergeyevich Anoshkin,28.0,Russia,Bronze
908,Sajjad Anoushiravani Hamlabad,28.0,Iran,Silver
909,Aleksandre Anp'ilogovi,22.0,Soviet Union,Gold
910,Aleksandre Anp'ilogovi,26.0,Soviet Union,Silver
911,Jacques Anquetil,18.0,France,Bronze
912,Daniela Anschtz-Thoms,31.0,Germany,Gold
913,Daniela Anschtz-Thoms,35.0,Germany,Gold
914,Renato Anselmi,32.0,Italy,Gold
915,Renato Anselmi,36.0,Italy,Silver
916,Renato Anselmi,40.0,Italy,Silver
917,Michel Ansermet,35.0,Switzerland,Silver
918,Giselle Anne Ansley,24.0,Great Britain,Gold
919,Henri Lucien Ernest Eugne Anspach,29.0,Belgium,Gold
920,Paul Eugne Albert Anspach,26.0,Belgium,Bronze
921,Paul Eugne Albert Anspach,30.0,Belgium,Gold
922,Paul Eugne Albert Anspach,38.0,Belgium,Silver
923,Paul Eugne Albert Anspach,42.0,Belgium,Silver
924,Dana Antal,24.0,Canada,Gold
925,Rbert Antal (Adler),30.0,Hungary,Gold
926,Mrta Antal-Rudas,27.0,Hungary,Silver
927,Zdzisaw Antczak,28.0,Poland,Bronze
928,Dborah Jessica Anthonioz,31.0,France,Silver
929,Carmelo Kyan Anthony,20.0,United States,Bronze
930,Carmelo Kyan Anthony,24.0,United States,Gold
931,Carmelo Kyan Anthony,28.0,United States,Gold
932,Carmelo Kyan Anthony,32.0,United States,Gold
933,Michael Anthony Parris,22.0,Guyana,Bronze
934,"Michael E. ""Mike"" Anti",40.0,United States,Silver
935,Salvatore Antibo,26.0,Italy,Silver
936,"Joseph Anthony ""Joe"" Antic",29.0,India,Silver
937,Sava Anti,26.0,Yugoslavia,Silver
938,Aleksy Antkiewicz,24.0,Poland,Bronze
939,Aleksy Antkiewicz,28.0,Poland,Silver
940,"Matthew ""Matt"" Antoine",28.0,United States,Bronze
941,Peter Thomas Antonie,34.0,Australia,Gold
942,Micha Antoniewicz (-Woysym),30.0,Poland,Silver
943,Micha Antoniewicz (-Woysym),30.0,Poland,Bronze
